x,y,token
-16.745428,34.15193,यय
40.31844,30.985683,१५
27.823927,34.987736,्-
-0.4145631,11.099767,कण
-14.416928,39.13779,भवत
-40.41213,-16.107855,ाः
-42.689224,-9.909738,े!
9.487898,-31.830618,ि़
27.458551,-26.264421,2009
27.035135,-24.69537,2011
7.8290586,-21.403885,अलक
-36.443024,0.24972887,वरन
30.885523,8.677833,इसर
-13.614046,-18.736858,सतह
-13.43893,36.23083,जगत
-2.5460541,38.56915,ैं-
35.892292,25.357508,मई
29.11065,25.848082,ू.
6.2542295,33.8853,उपन
40.11394,32.722485,०
29.137594,30.317938,}
-27.528086,-26.789164,दकर
-21.135681,31.940748,उपद
0.29205322,-17.875023,झटक
-42.30179,-11.6483555,"ा."""
3.0093946,43.111847,णअफ
39.939842,-26.054668,25
1.5613196,22.617167,जनस
-2.3835874,-14.376412,मकसद
-9.694502,-23.018448,लहर
-12.232771,-11.973335,एकद
-2.0967965,39.072975,ैं--
-42.46011,-7.637889,ै!
-25.862175,-29.319595,धमक
10.166505,11.506134,"ू,"
5.3794913,22.958155,यण
-17.262463,28.905823,वतन
-15.056526,14.935512,रहस
-31.940317,-21.110918,सपन
-22.220968,-15.366185,इकट
-30.752462,-25.765863,ठकर
